addr,x,log1pexp,signed_raw,twos_complement
88,-6.623655913978494,0.0013276831755566426,0,0
89,-6.608015640273704,0.0013485976356263846,0,0
90,-6.592375366568914,0.0013698413271906707,0,0
91,-6.576735092864125,0.0013914194257897004,0,0
92,-6.561094819159335,0.0014133371880963102,0,0
93,-6.545454545454545,0.0014355999531806157,0,0
94,-6.529814271749755,0.0014582131437941353,0,0
95,-6.514173998044965,0.0014811822676736907,0,0
96,-6.4985337243401755,0.0015045129188653802,0,0
97,-6.482893450635386,0.001528210779068929,0,0
98,-6.467253176930596,0.0015522816190027171,0,0
99,-6.451612903225806,0.001576731299789798,0,0
100,-6.435972629521016,0.001601565774365224,0,0
101,-6.420332355816226,0.00162679108890499,0,0
102,-6.404692082111437,0.0016524133842769299,0,0
103,-6.389051808406647,0.0016784388975138811,0,0
104,-6.373411534701857,0.001704873963309458,0,0
105,-6.357771260997067,0.0017317250155367695,0,0
106,-6.342130987292277,0.0017589985887904189,0,0
107,-6.3264907135874875,0.0017867013199521376,0,0
108,-6.310850439882698,0.0018148399497803995,0,0
109,-6.295210166177908,0.0018434213245243755,0,0
110,-6.279569892473118,0.0018724523975625865,0,0
111,-6.263929618768328,0.0019019402310666228,0,0
112,-6.248289345063538,0.0019318919976902993,0,0
113,-6.232649071358749,0.001962314982284625,0,0
114,-6.217008797653959,0.001993216583638965,0,0
115,-6.201368523949169,0.002024604316248785,0,0
116,-6.185728250244379,0.0020564858121103658,0,0
117,-6.170087976539589,0.00208886882254289,0,0
118,-6.1544477028347995,0.0021217612200382977,0,0
119,-6.13880742913001,0.002155171000139325,0,0
120,-6.12316715542522,0.002189106283346135,0,0
121,-6.10752688172043,0.0022235753170519574,0,0
122,-6.09188660801564,0.002258586477508171,0,0
123,-6.07624633431085,0.0022941482718192496,0,0
124,-6.0606060606060606,0.0023302693399680093,0,0
125,-6.044965786901271,0.002366958456871606,0,0
126,-6.029325513196481,0.002404224534468719,0,0
127,-6.013685239491691,0.002442076623838385,0,0
128,-5.998044965786901,0.002480523917350936,0,0
129,-5.9824046920821115,0.002519575750851507,0,0
130,-5.966764418377322,0.002559241605876584,0,0
131,-5.951124144672532,0.002599531111904081,0,0
132,-5.935483870967742,0.0026404540486374083,0,0
133,-5.919843597262952,0.0026820203483240426,0,0
134,-5.904203323558162,0.0027242400981090866,0,0
135,-5.8885630498533725,0.0027671235424243192,0,0
136,-5.872922776148583,0.0028106810854132483,0,0
137,-5.857282502443793,0.002854923293392684,0,0
138,-5.841642228739003,0.0028998608973513453,0,0
139,-5.826001955034213,0.002945504795486046,0,0
140,-5.810361681329423,0.0029918660557759695,0,0
141,-5.794721407624634,0.0030389559185956053,0,0
142,-5.779081133919844,0.0030867857993668664,0,0
143,-5.763440860215054,0.0031353672912509648,0,0
144,-5.747800586510264,0.0031847121678805954,0,0
145,-5.732160312805474,0.0032348323861330027,0,0
146,-5.7165200391006845,0.003285740088944504,0,0
147,-5.700879765395895,0.0033374476081670535,0,0
148,-5.685239491691105,0.003389967467467433,0,0
149,-5.669599217986315,0.003443312385269678,0,0
150,-5.653958944281525,0.0034974952777413275,0,0
151,-5.638318670576735,0.0035525292618241193,0,0
152,-5.622678396871946,0.0036084276583097465,0,0
153,-5.607038123167156,0.0036652039949613036,0,0
154,-5.591397849462366,0.003722872009681048,0,0
155,-5.575757575757576,0.0037814456537251222,0,0
156,-5.560117302052786,0.0038409390949658883,0,0
157,-5.5444770283479965,0.003901366721202518,0,0
158,-5.528836754643207,0.0039627431435205135,1,1
159,-5.513196480938417,0.004025083199700818,1,1
160,-5.497556207233627,0.004088401957679198,1,1
161,-5.481915933528837,0.004152714719056588,1,1
162,-5.466275659824047,0.004218037022661071,1,1
163,-5.450635386119258,0.004284384648162221,1,1
164,-5.434995112414468,0.004351773619738482,1,1
165,-5.419354838709678,0.004420220209798332,1,1
166,-5.403714565004888,0.004489740942755934,1,1
167,-5.388074291300098,0.004560352598861995,1,1
168,-5.3724340175953085,0.004632072218090597,1,1
169,-5.356793743890519,0.0047049171040827245,1,1
170,-5.341153470185729,0.004778904828147243,1,1
171,-5.325513196480939,0.004854053233320096,1,1
172,-5.309872922776149,0.0049303804384824785,1,1
173,-5.294232649071359,0.005007904842538764,1,1
174,-5.2785923753665696,0.005086645128654976,1,1
175,-5.26295210166178,0.00516662026855858,1,1
176,-5.247311827956989,0.005247849526900402,1,1
177,-5.231671554252199,0.005330352465679461,1,1
178,-5.216031280547409,0.005414148948731575,1,1
179,-5.20039100684262,0.005499259146282483,1,1
180,-5.18475073313783,0.0055857035395663855,1,1
181,-5.16911045943304,0.0056735029255106815,1,1
182,-5.15347018572825,0.005762678421487769,1,1
183,-5.13782991202346,0.005853251470134762,1,1
184,-5.1221896383186705,0.005945243844241949,1,1
185,-5.106549364613881,0.0060386776517108885,1,1
